userid,saledatetime,StickerPrice,Odometer
299,2018-03-29 15:33:00,13115,17934
300,2018-04-11 12:50:00,15121,14536
304,2018-04-09 21:50:00,29833,10950
309,2018-06-04 09:09:00,27441,14232
310,2018-05-15 17:24:00,29922,16976
311,2018-03-18 01:27:00,27777,22333
312,2018-03-06 22:21:00,17633,13290
314,2018-02-23 08:11:00,19507,13852
315,2018-05-16 03:22:00,23652,19096
319,2018-03-23 06:59:00,25709,21713
321,2018-04-04 04:19:00,14462,24339
323,2018-03-12 01:45:00,21950,18585
324,2018-05-08 22:31:00,17921,17376
327,2018-03-08 18:30:00,34863,16459
328,2018-06-06 06:46:00,32803,17841
332,2018-02-15 00:41:00,36984,23095
334,2018-03-04 08:26:00,31899,25570
338,2018-02-24 07:19:00,29046,18714
340,2018-04-21 15:21:00,18956,11687
342,2018-05-20 01:17:00,14848,8454
343,2018-03-11 08:52:00,22123,22637
346,2018-03-27 01:29:00,21486,12446
347,2018-05-20 11:44:00,12250,11675
349,2018-03-03 16:38:00,32943,13883
350,2018-03-30 19:33:00,36059,20818
352,2018-03-14 03:17:00,25330,17599
355,2018-04-26 19:25:00,34725,16417
363,2018-04-01 21:03:00,24412,23324
364,2018-06-06 02:58:00,29873,14962
366,2018-04-07 13:15:00,36995,19098
367,2018-06-01 18:26:00,20297,12089
369,2018-03-15 10:40:00,31432,29430
371,2018-04-22 21:31:00,28847,16654
375,2018-02-24 10:19:00,22259,12678
383,2018-06-03 01:15:00,18091,13427
385,2018-04-04 19:58:00,32509,27753
386,2018-05-15 04:27:00,19597,7879
390,2018-04-28 13:41:00,18411,11523
393,2018-05-04 02:42:00,31876,25563
395,2018-03-25 18:18:00,27826,14348
400,2018-02-15 13:25:00,16773,11032
401,2018-04-17 22:48:00,31850,27555
402,2018-03-14 20:30:00,36323,18897
407,2018-04-30 18:58:00,25472,23642
408,2018-06-25 21:49:00,15076,16523
410,2018-04-06 13:34:00,15394,14618
411,2018-06-08 13:10:00,24037,19211
412,2018-04-03 09:54:00,20385,12116
414,2018-02-18 08:23:00,32575,13772
416,2018-03-25 11:46:00,16311,14893
628,2018-04-14 17:23:00,16188,18856
630,2018-04-03 20:41:00,31332,21400
631,2018-02-05 07:51:00,23887,25166
632,2018-03-15 20:58:00,22267,12680
634,2018-03-11 13:08:00,23030,10909
635,2018-05-10 17:45:00,17065,13119
636,2018-03-13 02:47:00,15421,18626
638,2018-06-20 16:17:00,36463,24939
639,2018-04-26 04:53:00,18605,5582
641,2018-05-17 06:46:00,27699,18310
642,2018-02-21 07:49:00,20838,10251
643,2018-05-19 18:55:00,15180,6554
647,2018-04-20 04:25:00,32883,27865
649,2018-02-24 00:51:00,18152,11445
651,2018-06-07 15:38:00,24869,19461
653,2018-03-30 04:45:00,18230,11469
655,2018-04-15 13:03:00,13522,8056
656,2018-03-10 22:48:00,33047,25914
658,2018-04-13 15:07:00,19963,17989
659,2018-03-15 04:45:00,27768,14330
660,2018-04-26 14:27:00,18869,15661
662,2018-04-03 15:38:00,26451,15935
663,2018-02-19 23:38:00,24279,19284
664,2018-05-29 13:07:00,31807,21542
667,2018-03-13 20:08:00,33931,18179
669,2018-03-31 20:01:00,32090,17627
670,2018-02-10 10:33:00,24267,21280
671,2018-02-26 21:21:00,24672,15402
672,2018-02-15 01:29:00,14030,10209
673,2018-03-31 20:48:00,17491,7247
674,2018-02-12 03:05:00,26738,18021
675,2018-06-06 10:04:00,31020,13306
677,2018-04-22 20:59:00,36731,17019
678,2018-03-26 04:35:00,22024,14607
682,2018-06-13 18:32:00,14825,12447
684,2018-05-12 22:58:00,26133,17840
685,2018-05-08 00:16:00,33160,25948
686,2018-01-27 17:01:00,21050,24315
687,2018-03-25 13:10:00,24459,17338
689,2018-03-29 21:21:00,19900,13970
693,2018-03-21 22:02:00,24644,21393
695,2018-01-22 01:36:00,14529,16359
697,2018-04-06 18:06:00,27063,26119
699,2018-04-04 08:12:00,16052,10816
700,2018-01-20 01:50:00,20113,8034
701,2018-03-29 01:17:00,16416,10925
704,2018-03-12 12:14:00,13374,12012
708,2018-05-10 04:20:00,30522,17157
709,2018-02-12 14:33:00,27110,18133
713,2018-03-18 23:42:00,25027,13508
714,2018-02-25 10:43:00,14303,14291
715,2018-02-28 10:31:00,30107,21032
718,2018-02-15 00:15:00,14355,22306
720,2018-03-04 11:05:00,30698,15209
721,2018-02-25 08:50:00,13547,12064
724,2018-05-05 17:14:00,28944,28683
725,2018-05-14 06:24:00,32855,25856
727,2018-02-17 02:59:00,28575,18573
729,2018-04-27 18:51:00,14753,12426
734,2018-06-12 11:38:00,35313,16594
735,2018-02-14 16:10:00,33473,20042
740,2018-03-09 16:57:00,29093,16728
743,2018-05-04 09:16:00,24704,19411
745,2018-04-06 21:59:00,31157,19347
749,2018-01-30 12:19:00,24753,19426
750,2018-03-25 22:59:00,30941,19282
751,2018-03-16 07:48:00,22653,12796
756,2018-01-29 19:42:00,17502,7251
757,2018-04-27 08:42:00,31242,17373
758,2018-04-20 02:55:00,28694,18608
761,2018-04-05 23:12:00,16435,24931
762,2018-04-26 07:11:00,32807,21842
767,2018-04-21 12:57:00,28489,20547
771,2018-04-20 10:02:00,33924,20177
774,2018-03-06 06:20:00,34115,18235
775,2018-03-28 23:43:00,22612,12783
776,2018-02-12 22:36:00,26965,22090
777,2018-02-17 20:09:00,19846,15954
782,2018-03-04 19:06:00,17806,11342
784,2018-05-15 06:03:00,32828,11849
785,2018-03-31 13:11:00,22474,14742
788,2018-03-12 14:09:00,17643,19293
790,2018-03-01 18:31:00,18587,17576
792,2018-03-18 15:48:00,16067,14820
793,2018-05-23 07:28:00,27180,24154
795,2018-06-20 06:23:00,12004,5601
799,2018-02-23 03:59:00,14005,12202
801,2018-03-09 23:28:00,19890,15967
804,2018-06-20 00:03:00,20279,16084
808,2018-05-01 07:02:00,12674,11802
809,2018-02-14 10:32:00,23921,13176
814,2018-03-17 23:35:00,13732,16120
818,2018-05-17 08:05:00,27970,18391
823,2018-03-30 16:29:00,25429,25629
824,2018-05-24 23:24:00,34318,18295
825,2018-04-03 09:36:00,14615,10384
826,2018-01-22 16:41:00,17323,19197
829,2018-02-01 01:12:00,20691,16207
830,2018-01-23 14:04:00,17823,13347
831,2018-02-07 22:33:00,36292,20888
833,2018-04-06 21:53:00,32448,21734
836,2018-05-08 20:07:00,31538,17461
841,2018-01-22 02:13:00,25711,21713
846,2018-05-12 21:40:00,17472,21242
847,2018-06-06 18:06:00,13510,10053
850,2018-03-19 06:19:00,24942,19483
851,2018-04-17 17:38:00,15364,12609
852,2018-05-03 12:18:00,18651,15595
854,2018-01-11 15:40:00,20273,16082
855,2018-05-13 21:49:00,22707,20812
857,2018-03-10 20:45:00,18281,13484
861,2018-04-02 06:30:00,19863,11959
862,2018-03-20 00:42:00,27355,14206
870,2018-03-10 01:38:00,13389,6017
875,2018-02-18 12:31:00,20243,12073
877,2018-02-12 00:58:00,22704,16811
880,2018-06-11 08:35:00,33474,16042
881,2018-04-30 08:28:00,23317,18995
882,2018-01-17 15:53:00,30950,15285
884,2018-04-14 16:04:00,32735,19820
886,2018-04-14 18:24:00,29691,18907
887,2018-02-19 23:55:00,29234,10770
888,2018-03-28 18:04:00,23971,13191
889,2018-03-12 04:28:00,16632,28989
890,2018-05-17 19:55:00,27313,18194
892,2018-05-10 22:31:00,28002,10401
893,2018-04-13 11:28:00,36790,27037
894,2018-06-14 14:50:00,18910,19673
896,2018-05-08 02:11:00,20647,12194
897,2018-06-01 03:05:00,19401,13820
899,2018-06-14 00:13:00,31040,17312
903,2018-03-08 22:04:00,19292,11788
906,2018-02-15 15:12:00,25107,19532
910,2018-06-23 13:17:00,34478,12344
911,2018-03-14 19:04:00,31883,17565
913,2018-05-06 23:19:00,36593,20978
914,2018-06-19 22:11:00,14865,14459
915,2018-05-08 19:30:00,13596,8079
917,2018-03-22 09:11:00,34674,20402
921,2018-04-13 22:19:00,25929,13779
923,2018-01-21 19:34:00,21125,12338
925,2018-04-29 13:37:00,34334,28300
926,2018-06-12 04:54:00,18322,21497
927,2018-03-31 08:03:00,14063,14219
931,2018-04-06 03:38:00,34808,16442
932,2018-03-07 13:47:00,20671,10201
934,2018-03-23 22:37:00,21288,12386
937,2018-04-02 09:03:00,22871,12861
939,2018-03-23 22:45:00,30362,15109
940,2018-05-14 16:05:00,28980,24694
944,2018-01-30 07:03:00,29696,12909
948,2018-03-04 23:34:00,14690,20407
949,2018-04-08 11:10:00,14569,14371
953,2018-03-14 13:36:00,19732,9920
957,2018-03-24 19:08:00,15782,10734
963,2018-02-12 17:40:00,17269,11181
964,2018-06-01 21:24:00,16325,10898
965,2018-05-30 09:14:00,15947,14784
967,2018-04-29 15:08:00,33494,24048
969,2018-05-27 12:56:00,13815,12145
970,2018-02-14 03:00:00,23906,17172
972,2018-04-16 21:19:00,27967,14390
974,2018-05-27 08:59:00,28029,16409
976,2018-02-16 19:59:00,24253,13276
978,2018-05-22 01:56:00,12140,17642
980,2018-05-14 22:19:00,32020,21606
982,2018-01-24 18:48:00,18518,13555
983,2018-01-15 07:56:00,16630,10989
987,2018-04-04 21:10:00,13361,14008
990,2018-04-26 05:59:00,12293,13688
995,2018-02-07 13:10:00,29196,16759
996,2018-03-17 03:46:00,35400,24620
997,2018-03-18 05:17:00,35430,14629
1000,2018-04-18 22:04:00,27495,18249
1001,2018-03-14 09:09:00,25435,21631
1007,2018-05-01 20:35:00,16698,13009
1008,2018-02-15 20:21:00,14116,18235
1009,2018-01-11 20:49:00,24806,19442
1013,2018-02-20 05:59:00,31628,21488
1014,2018-03-11 20:07:00,24483,17345
1015,2018-06-10 08:26:00,33868,22160
1016,2018-03-31 18:32:00,36277,26883
1017,2018-06-26 21:10:00,22611,10783
1018,2018-03-16 08:48:00,17815,15345
1019,2018-04-28 19:26:00,25646,13694
1021,2018-03-06 19:33:00,13823,20147
1024,2018-05-24 07:27:00,31508,21452
1027,2018-03-09 12:27:00,15276,12583
1028,2018-03-07 14:11:00,20661,18198
1030,2018-05-07 05:24:00,19411,13823
1031,2018-02-11 18:35:00,29902,26971
1032,2018-03-09 17:36:00,18589,11577
1036,2018-05-29 23:25:00,27642,22293
1037,2018-03-20 12:24:00,26514,15954
1038,2018-04-20 17:47:00,29740,12922
1040,2018-06-19 12:04:00,30347,13104
1045,2018-03-06 08:41:00,24769,13431
1047,2018-04-01 06:55:00,24877,17463
1048,2018-05-03 01:32:00,13504,14051
1053,2018-02-02 04:25:00,13565,18070
1054,2018-06-03 10:36:00,23077,14923
1056,2018-02-04 01:10:00,15544,22663
1059,2018-02-28 02:37:00,15838,10751
1061,2018-03-02 22:27:00,29038,14711
1062,2018-03-22 04:05:00,17421,15226
1063,2018-05-24 14:12:00,28746,16624
1064,2018-06-02 05:28:00,26841,14052
1066,2018-02-22 00:18:00,23175,16952
1068,2018-02-26 08:29:00,30438,25132
1071,2018-04-22 17:40:00,33827,22148
1072,2018-03-19 15:24:00,21515,12454
1075,2018-05-01 04:00:00,12281,11684
1078,2018-04-23 03:08:00,19440,15832
1079,2018-06-03 09:41:00,30646,19194
1081,2018-04-10 06:04:00,20407,24122
1082,2018-02-03 12:59:00,21057,26317
1092,2018-04-12 05:55:00,21323,14397
1093,2018-03-05 20:58:00,14679,18404
1094,2018-03-13 02:45:00,30748,17224
1101,2018-05-22 07:50:00,19868,9960
1104,2018-02-21 11:43:00,36140,16842
1105,2018-02-11 17:41:00,31001,25300
1106,2018-02-26 07:32:00,31009,21303
1109,2018-04-01 11:08:00,23807,23142
1111,2018-02-01 13:43:00,33005,17902
1112,2018-02-20 16:24:00,29785,16935
1113,2018-05-30 11:27:00,14694,10408
1115,2018-05-14 23:01:00,15051,14515
1118,2018-05-21 03:28:00,27620,18286
1119,2018-03-14 14:18:00,22389,14717
1120,2018-03-28 09:48:00,31579,17474
1121,2018-05-21 12:20:00,23174,10952
1123,2018-02-27 05:49:00,31853,19556
1124,2018-05-18 17:13:00,14773,24432
1126,2018-02-15 08:40:00,19141,19742
1128,2018-05-21 23:13:00,30327,15098
1129,2018-02-26 06:00:00,25717,15715
1130,2018-03-23 13:30:00,33806,24142
1131,2018-04-08 02:28:00,30806,17242
1133,2018-05-18 12:30:00,36693,17008
1135,2018-02-26 17:46:00,18912,15674
1139,2018-03-24 10:36:00,20609,20183
1140,2018-02-17 05:49:00,21494,20448
1141,2018-05-03 15:15:00,12589,9777
1142,2018-02-18 07:20:00,27839,24352
1147,2018-04-09 07:01:00,28117,20435
1148,2018-06-15 02:49:00,28551,12565
1149,2018-06-26 05:53:00,17327,11198
1150,2018-03-09 20:44:00,14982,14495
1154,2018-06-12 19:22:00,27382,22215
1156,2018-03-27 10:55:00,22338,8701
1163,2018-05-28 02:02:00,13696,22109
1164,2018-04-16 09:54:00,34595,18378
1165,2018-05-04 04:17:00,23174,20952
1172,2018-04-05 23:24:00,33290,19987
1174,2018-02-11 23:41:00,14600,12380
1175,2018-04-15 14:49:00,30859,23258
1179,2018-02-23 02:15:00,22009,18603
1183,2018-03-09 07:17:00,32316,17695
1186,2018-01-31 17:29:00,32549,25765
1192,2018-04-21 18:52:00,31849,17555
1197,2018-05-20 20:00:00,31415,21424
1200,2018-04-05 20:31:00,20687,20206
1202,2018-02-23 14:43:00,22088,14626
1205,2018-02-18 23:32:00,31463,19439
1207,2018-06-01 17:46:00,19286,11786
1210,2018-01-31 10:01:00,23638,15092
1211,2018-04-13 15:02:00,15620,24686
1214,2018-04-16 07:30:00,36213,14864
1217,2018-03-04 05:04:00,12709,15813
1219,2018-04-04 12:37:00,14195,24259
1221,2018-02-27 09:45:00,27160,24148
1225,2018-05-15 03:07:00,17158,15147
1227,2018-04-04 13:01:00,17811,15343
1231,2018-05-25 15:13:00,21678,16503
1232,2018-03-07 01:19:00,18835,13650
1236,2018-04-24 19:16:00,31163,17349
1237,2018-05-16 05:30:00,20858,14257
1242,2018-02-24 13:31:00,12224,13667
1246,2018-04-08 12:16:00,28066,20420
1247,2018-04-04 21:36:00,35078,18523
1249,2018-03-14 10:37:00,23357,13007
1250,2018-03-05 00:09:00,21280,18384
1252,2018-02-05 01:50:00,28230,20469
1461,2018-03-01 00:37:00,14803,12441
1462,2018-05-14 02:39:00,19993,19998
1463,2018-02-13 18:58:00,34337,18301
1464,2018-03-28 21:10:00,23455,25037
1466,2018-03-24 00:25:00,34804,14441
1468,2018-03-25 04:27:00,13027,9908
1469,2018-02-16 06:55:00,14678,10403
1470,2018-04-17 21:23:00,17157,23147
1471,2018-03-17 04:28:00,19598,13879
1472,2018-02-27 02:25:00,35796,24739
1474,2018-03-26 09:26:00,23690,23107
1475,2018-05-15 16:30:00,22649,6795
1477,2018-03-20 15:47:00,30339,19102
1478,2018-02-28 02:15:00,22224,12667
1479,2018-03-06 08:05:00,22039,18612
1481,2018-01-30 20:23:00,26669,28001
1482,2018-03-31 09:43:00,16968,17090
1485,2018-04-30 14:50:00,26501,15950
1487,2018-03-29 10:10:00,13866,14160
1491,2018-04-14 08:37:00,36424,16927
1492,2018-03-07 20:28:00,22853,16856
1495,2018-04-03 11:47:00,22829,16849
1499,2018-06-15 23:25:00,25994,27798
1502,2018-01-27 06:41:00,13817,12145
1507,2018-04-11 22:42:00,27750,14325
1508,2018-03-29 09:57:00,29083,18725
1511,2018-05-18 14:56:00,23185,20955
1512,2018-04-08 10:19:00,14720,8416
1513,2018-04-27 17:34:00,14078,10223
1514,2018-04-13 21:30:00,23843,17153
1515,2018-05-11 21:01:00,20628,14188
1516,2018-04-14 12:40:00,33840,18152
1518,2018-01-29 22:04:00,13131,7939
1522,2018-04-21 17:53:00,27865,24359
1523,2018-03-11 22:04:00,23974,15192
1534,2018-06-26 03:19:00,29091,12727
1536,2018-05-25 12:51:00,31814,25544
1538,2018-04-13 19:00:00,23798,13139
1539,2018-05-04 10:57:00,24625,9388
1541,2018-04-25 06:34:00,15593,6678
1542,2018-03-22 02:25:00,29026,18708
1546,2018-04-07 06:43:00,30344,13103
1547,2018-05-05 13:11:00,26575,9972
1550,2018-05-02 00:57:00,35797,18739
1553,2018-05-23 11:39:00,29918,20975
1554,2018-02-08 18:47:00,27443,18233
1558,2018-05-27 08:27:00,15275,6583
1559,2018-04-15 08:08:00,14128,16238
1567,2018-03-03 19:05:00,28812,16643
1568,2018-06-08 17:10:00,16404,12921
1569,2018-06-28 01:44:00,35060,18518
1572,2018-03-11 09:58:00,16113,16834
1574,2018-06-05 15:25:00,20203,12061
1578,2018-05-04 02:15:00,23236,14971
1580,2018-06-01 12:55:00,31726,9518
1581,2018-03-03 03:26:00,26144,15843
1586,2018-05-15 22:06:00,17569,11271
1587,2018-03-07 05:31:00,23605,25081
1588,2018-01-26 20:19:00,22781,18834
1591,2018-05-22 10:47:00,16827,11048
1593,2018-06-02 20:19:00,29561,18868
1595,2018-05-09 08:10:00,26475,19943
1597,2018-03-10 19:06:00,26896,20069
1600,2018-03-12 18:55:00,12749,13825
1601,2018-03-22 10:41:00,27857,26357
1610,2018-04-08 18:06:00,28789,20637
1613,2018-02-17 05:14:00,12850,11855
1615,2018-03-01 02:53:00,29942,16983
1619,2018-06-11 21:55:00,23084,14925
1620,2018-05-15 12:35:00,22897,18869
1622,2018-05-22 01:46:00,24851,19455
1623,2018-05-30 17:21:00,35419,16626
1624,2018-05-20 12:13:00,23905,13171
1627,2018-03-25 10:40:00,13635,10090
1628,2018-02-27 02:01:00,26381,13914
1630,2018-04-21 11:56:00,17205,15161
1635,2018-03-16 20:02:00,15766,10730
1636,2018-02-19 22:58:00,21680,22504
1640,2018-04-06 00:22:00,16793,21038
1641,2018-03-15 06:10:00,35999,12800
1645,2018-06-23 01:48:00,28932,16680
1646,2018-05-28 22:55:00,14188,24256
1651,2018-05-25 05:59:00,23675,19102
1652,2018-05-17 15:00:00,32420,11726
1653,2018-03-01 09:42:00,16361,14908
1655,2018-02-06 17:40:00,22102,8631
1656,2018-04-27 23:25:00,32677,15803
1657,2018-01-16 14:17:00,31320,21396
1659,2018-05-03 18:52:00,20566,16170
1663,2018-05-16 06:59:00,27652,10296
1665,2018-05-03 19:06:00,29113,18734
1668,2018-04-25 06:48:00,35382,24615
1670,2018-01-26 22:18:00,15040,18512
1676,2018-05-11 00:40:00,35532,34659
1677,2018-04-19 04:20:00,19524,9857
1678,2018-04-07 16:31:00,20874,10262
1681,2018-01-31 15:36:00,36281,20884
1683,2018-04-28 16:06:00,30475,15142
1686,2018-02-28 18:15:00,25469,17641
1687,2018-03-05 18:23:00,29024,24707
1688,2018-04-22 04:44:00,26651,13995
1689,2018-06-01 02:08:00,16106,8832
1692,2018-04-25 19:58:00,16919,15076
1693,2018-03-21 10:00:00,22625,12787
1696,2018-04-23 04:04:00,15435,8630
1700,2018-06-06 17:52:00,14797,12439
1701,2018-02-26 23:10:00,22625,18787
1702,2018-04-19 06:50:00,34220,18266
1704,2018-04-11 16:50:00,25585,13675
1708,2018-03-13 15:27:00,24913,19474
1711,2018-05-21 08:58:00,30530,27159
1712,2018-05-13 12:53:00,27517,14255
1713,2018-04-10 01:57:00,18630,11589
1715,2018-03-01 09:03:00,19560,11868
1720,2018-03-23 21:20:00,18414,11524
1723,2018-05-19 00:07:00,16663,10999
1724,2018-03-22 18:08:00,25763,15729
1729,2018-03-19 11:55:00,13871,10161
1731,2018-06-06 02:16:00,31288,21386
1732,2018-01-17 14:06:00,24452,17336
1733,2018-03-19 04:46:00,26140,19842
1735,2018-05-18 08:41:00,30207,21062
1736,2018-06-09 10:13:00,23079,14924
1737,2018-05-14 17:49:00,33591,26077
1738,2018-03-24 18:34:00,17617,9285
1740,2018-05-01 09:24:00,13420,10026
1742,2018-04-22 08:37:00,16102,22831
1744,2018-03-22 18:09:00,33356,30007
1745,2018-04-23 04:55:00,36718,23016
1748,2018-03-16 21:20:00,14139,16242
1749,2018-04-02 22:22:00,19250,21775
1750,2018-06-01 13:24:00,36293,16888
1751,2018-03-30 11:15:00,17137,11141
1753,2018-04-13 20:03:00,32395,31719
1754,2018-06-19 04:34:00,18334,7500
1755,2018-03-26 18:20:00,13793,8138
1757,2018-05-31 07:02:00,21465,20440
1758,2018-02-19 16:13:00,24203,13261
1760,2018-01-13 15:46:00,36137,20841
1761,2018-04-12 23:39:00,25514,9654
1762,2018-06-25 08:48:00,21777,16533
1765,2018-03-28 10:49:00,22969,14891
1766,2018-03-25 15:30:00,22158,16647
1768,2018-01-20 20:50:00,27250,18175
1771,2018-06-12 02:41:00,32368,17710
1773,2018-04-09 18:29:00,34503,20351
1774,2018-06-05 19:21:00,30830,21249
1777,2018-02-06 09:04:00,23039,28912
1779,2018-06-14 14:44:00,19960,9988
1781,2018-04-14 22:41:00,23860,15158
1784,2018-03-13 17:04:00,21236,20371
1785,2018-03-18 08:43:00,32728,23818
1786,2018-05-31 13:21:00,17949,15385
1787,2018-05-05 21:19:00,13195,13958
1788,2018-05-10 02:49:00,35708,22712
1790,2018-02-09 10:59:00,12349,5705
1793,2018-03-17 14:58:00,31549,19465
1794,2018-03-17 22:56:00,30962,13288
1797,2018-04-02 08:30:00,17639,17292
1798,2018-04-20 05:25:00,35503,18651
1800,2018-04-26 21:39:00,25161,19548
1802,2018-02-02 01:12:00,19046,15714
1803,2018-04-23 12:57:00,15425,10627
1804,2018-04-25 16:39:00,15934,6780
1805,2018-06-15 05:13:00,22760,8828
1807,2018-01-27 13:47:00,34873,28462
1815,2018-04-19 21:39:00,19388,13816
1818,2018-06-23 04:24:00,31369,21411
1819,2018-02-24 13:03:00,16850,11055
1821,2018-04-06 02:43:00,36946,25084
1827,2018-03-29 05:34:00,23528,17058
1828,2018-04-13 03:52:00,34667,22400
1829,2018-03-09 19:41:00,12280,9684
1833,2018-05-26 01:24:00,27310,22193
1834,2018-04-07 02:54:00,27692,12308
1835,2018-04-09 22:21:00,23340,15002
1838,2018-02-08 18:02:00,13038,5911
1840,2018-03-26 10:28:00,22002,12601
1841,2018-01-29 09:56:00,26022,15807
1842,2018-02-19 07:01:00,22886,20866
1843,2018-05-20 02:37:00,13391,20017
1844,2018-05-08 00:15:00,31875,15563
1845,2018-05-25 13:52:00,36875,25063
1848,2018-04-04 22:50:00,35553,10666
1849,2018-03-08 14:57:00,32758,31827
1850,2018-02-17 11:11:00,19514,17854
1853,2018-02-25 00:06:00,19172,9751
1855,2018-03-08 08:35:00,26336,19901
1858,2018-03-22 22:58:00,22392,20718
1859,2018-02-09 07:45:00,32754,17826
1860,2018-02-08 19:57:00,18602,23581
1864,2018-02-01 09:54:00,18207,17462
1866,2018-02-26 15:05:00,28310,12493
1867,2018-05-09 20:18:00,16669,19001
1870,2018-04-14 07:47:00,19658,15897
1871,2018-04-03 22:00:00,34470,28341
1873,2018-06-21 04:25:00,12593,15778
2087,2018-03-25 01:29:00,24272,25282
2088,2018-02-15 23:58:00,29674,16902
2091,2018-05-25 04:02:00,27701,18310
2095,2018-03-02 18:13:00,12723,9817
2096,2018-05-16 09:49:00,15196,14559
2097,2018-05-07 03:57:00,16301,14890
2098,2018-04-24 17:02:00,34437,18331
2101,2018-05-17 22:16:00,21323,10397
2102,2018-05-13 08:08:00,35110,20533
2103,2018-04-17 11:30:00,24398,19319
2105,2018-05-23 07:36:00,28866,16660
2108,2018-01-25 13:18:00,13793,10138
2109,2018-06-02 16:17:00,21036,24311
2110,2018-04-14 23:01:00,21365,18410
2111,2018-03-14 15:27:00,36047,24814
2112,2018-06-05 15:54:00,33763,22129
2116,2018-06-01 10:57:00,12259,11678
2117,2018-05-09 13:37:00,20137,12041
2121,2018-05-01 17:34:00,16121,24836
2122,2018-04-03 12:54:00,19663,13899
2124,2018-05-14 11:20:00,17050,13115
2127,2018-04-24 04:05:00,35154,20546
2129,2018-04-19 18:09:00,18608,17583
2130,2018-05-16 08:10:00,25645,11694
2133,2018-04-24 00:02:00,22644,16793
2134,2018-05-27 18:01:00,20527,16158
2135,2018-02-26 01:03:00,25922,21777
2136,2018-02-03 01:29:00,24212,11264
2140,2018-05-04 14:23:00,24667,13400
2141,2018-03-09 20:42:00,26702,20011
2143,2018-02-25 10:16:00,31677,17503
2144,2018-03-01 14:30:00,23368,25010
2145,2018-04-11 19:52:00,35284,14585
2146,2018-05-20 04:59:00,26329,15899
2147,2018-04-24 21:45:00,25256,21577
2148,2018-03-27 00:22:00,20635,18191
2149,2018-04-19 15:50:00,34651,16395
2150,2018-03-05 03:06:00,26413,13924
2151,2018-06-01 13:02:00,25798,9739
2153,2018-04-12 14:20:00,22460,14738
2155,2018-04-06 11:35:00,26562,13968
2160,2018-04-26 02:42:00,13341,16002
2161,2018-04-07 01:41:00,17256,11177
2163,2018-05-07 08:22:00,36410,14923
2165,2018-02-01 20:43:00,13345,10004
2168,2018-02-13 23:32:00,20084,12025
2170,2018-03-05 09:52:00,17175,11153
2172,2018-02-13 09:33:00,29484,28845
2178,2018-03-19 23:13:00,20658,16197
2180,2018-03-23 05:39:00,12988,11896
2182,2018-04-30 00:43:00,17577,25273
2183,2018-03-29 22:22:00,17827,19348
2186,2018-02-05 15:09:00,30643,19193
2190,2018-02-14 19:28:00,35918,20775
2191,2018-04-15 00:18:00,16455,18937
2193,2018-02-03 00:42:00,33635,16090
2195,2018-05-29 15:55:00,23989,13197
2196,2018-05-16 19:54:00,16649,12995
2198,2018-04-19 02:22:00,35651,18695
2200,2018-04-10 09:38:00,30795,21239
2206,2018-04-22 09:19:00,24430,23329
2209,2018-04-14 00:49:00,24676,17403
2210,2018-02-19 21:15:00,13850,16155
2211,2018-01-20 00:11:00,30975,27292
2212,2018-04-18 04:28:00,28921,10676
2213,2018-03-30 11:34:00,31588,27476
2214,2018-04-11 16:42:00,34984,16495
2215,2018-02-01 23:55:00,16865,15060
2217,2018-05-12 04:45:00,31872,23562
2219,2018-02-14 16:54:00,18549,11565
2220,2018-04-05 02:34:00,34099,16230
2221,2018-06-04 17:03:00,29898,14969
2226,2018-06-03 20:09:00,15904,12771
2228,2018-03-07 06:31:00,14692,20408
2229,2018-01-18 20:04:00,18596,9579
2235,2018-04-06 08:37:00,15514,20654
2238,2018-02-19 17:57:00,25633,13690
2242,2018-04-22 01:44:00,17414,7224
2243,2018-05-29 03:28:00,36109,26833
2244,2018-01-30 16:13:00,34041,18212
2246,2018-02-16 07:41:00,25169,13551
2249,2018-01-24 06:21:00,36959,19088
2250,2018-05-27 06:00:00,18894,11668
2251,2018-03-02 15:46:00,19980,11994
2252,2018-04-13 11:20:00,17905,11372
2254,2018-04-12 16:19:00,31582,21475
2256,2018-05-04 18:23:00,27260,26178
2257,2018-05-20 05:47:00,15304,14591
2259,2018-03-24 19:39:00,12226,9668
2263,2018-06-11 22:44:00,14691,22407
2264,2018-06-04 08:28:00,22035,12611
2268,2018-05-14 00:35:00,33830,20149
2269,2018-04-17 07:10:00,28368,10510
2270,2018-03-09 22:43:00,36065,14820
2272,2018-05-22 02:39:00,30461,17138
2274,2018-05-10 15:26:00,22487,16746
2275,2018-04-09 08:32:00,33185,25955
2276,2018-03-17 13:24:00,35720,16716
2277,2018-02-03 08:27:00,21724,24517
2278,2018-04-20 04:38:00,14710,16413
2279,2018-06-01 04:35:00,19177,15753
2280,2018-03-11 14:35:00,25797,19739
2282,2018-06-26 13:43:00,16793,15038
2283,2018-05-20 01:38:00,14067,12220
2285,2018-04-13 06:51:00,32059,23618
2286,2018-05-29 05:21:00,18833,17650
2287,2018-06-27 08:55:00,35806,24742
2288,2018-02-14 13:02:00,33346,22004
2293,2018-04-26 12:02:00,24705,21412
2294,2018-04-01 18:19:00,24630,25389
2296,2018-03-16 09:18:00,12969,15891
2297,2018-04-19 16:08:00,28337,16501
2299,2018-03-03 10:11:00,32711,13813
2300,2018-04-21 16:36:00,32272,11682
